# energy dos
-2.896089999999999876e+01 0.000000000000000000e+00
-2.894849999999999923e+01 0.000000000000000000e+00
-2.893619999999999948e+01 0.000000000000000000e+00
-2.892379999999999995e+01 0.000000000000000000e+00
-2.891150000000000020e+01 0.000000000000000000e+00
-2.889909999999999712e+01 0.000000000000000000e+00
-2.888669999999999760e+01 0.000000000000000000e+00
-2.887439999999999785e+01 0.000000000000000000e+00
-2.886199999999999832e+01 0.000000000000000000e+00
-2.884959999999999880e+01 0.000000000000000000e+00
-2.883729999999999905e+01 0.000000000000000000e+00
-2.882489999999999952e+01 0.000000000000000000e+00
-2.881259999999999977e+01 0.000000000000000000e+00
-2.880020000000000024e+01 0.000000000000000000e+00
-2.878779999999999717e+01 0.000000000000000000e+00
-2.877549999999999741e+01 0.000000000000000000e+00
-2.876309999999999789e+01 0.000000000000000000e+00
-2.875079999999999814e+01 0.000000000000000000e+00
-2.873839999999999861e+01 0.000000000000000000e+00
-2.872599999999999909e+01 0.000000000000000000e+00
-2.871369999999999933e+01 0.000000000000000000e+00
-2.870129999999999981e+01 0.000000000000000000e+00
-2.868890000000000029e+01 0.000000000000000000e+00
-2.867660000000000053e+01 0.000000000000000000e+00
-2.866419999999999746e+01 0.000000000000000000e+00
-2.865189999999999770e+01 0.000000000000000000e+00
-2.863949999999999818e+01 0.000000000000000000e+00
-2.862709999999999866e+01 0.000000000000000000e+00
-2.861479999999999890e+01 0.000000000000000000e+00
-2.860239999999999938e+01 0.000000000000000000e+00
-2.859009999999999962e+01 0.000000000000000000e+00
-2.857770000000000010e+01 0.000000000000000000e+00
-2.856530000000000058e+01 0.000000000000000000e+00
-2.855299999999999727e+01 0.000000000000000000e+00
-2.854059999999999775e+01 0.000000000000000000e+00
-2.852819999999999823e+01 0.000000000000000000e+00
-2.851589999999999847e+01 0.000000000000000000e+00
-2.850349999999999895e+01 0.000000000000000000e+00
-2.849119999999999919e+01 0.000000000000000000e+00
-2.847879999999999967e+01 0.000000000000000000e+00
-2.846640000000000015e+01 0.000000000000000000e+00
-2.845410000000000039e+01 0.000000000000000000e+00
-2.844169999999999732e+01 0.000000000000000000e+00
-2.842929999999999779e+01 0.000000000000000000e+00
-2.841699999999999804e+01 0.000000000000000000e+00
-2.840459999999999852e+01 0.000000000000000000e+00
-2.839229999999999876e+01 7.892247780353017889e-09
-2.837989999999999924e+01 6.376187977043302808e-08
-2.836749999999999972e+01 3.665310137028149562e-07
-2.835519999999999996e+01 1.750105803568885077e-06
-2.834280000000000044e+01 7.345841862995825783e-06
-2.833049999999999713e+01 2.772405057995931966e-05
-2.831809999999999761e+01 9.519276755122604763e-05
-2.830569999999999808e+01 2.999661515896454391e-04
-2.829339999999999833e+01 8.740138295923059655e-04
-2.828099999999999881e+01 2.371597366853116489e-03
-2.826859999999999928e+01 6.034334968993435543e-03
-2.825629999999999953e+01 1.449116127476259702e-02
-2.824390000000000001e+01 3.303748903874244303e-02
-2.823160000000000025e+01 7.186565407662139082e-02
-2.821919999999999717e+01 1.497682828510100705e-01
-2.820679999999999765e+01 2.999756203704620483e-01
-2.819449999999999790e+01 5.788655534235562783e-01
-2.818209999999999837e+01 1.078240558203315658e+00
-2.816979999999999862e+01 1.941640943387330065e+00
-2.815739999999999910e+01 3.384709000158806269e+00
-2.814499999999999957e+01 5.718888720374130763e+00
